Unnamed: 0,Gaia_ID,Ascension,Declination,Distance_50,Distance_16,Distance_84,Binary,Name,Unnamed: 9,"""Common"" Name",Unnamed: 11,Unnamed: 12,New_Distance,,,,,,,,,,,
70,3.90E+18,188.3144928,9.0220916,0.004328818,0.00432,0.00434,n,,14.1158,Wolf 424,753.2579712,12.55429952,,,,,,,,,,,,
15,7.69E+16,30.058987,13.0440712,0.00447,0.00447,0.00447,n,,14.5722,TZ Arietis,120.235948,2.003932467,,,,,,,,,,,,
71,3.90E+18,188.3146768,9.0218292,0.004457409,0.00447,0.00448,n,,14.5722,Wolf 424,753.2587072,12.55431179,,,,,,,,,,,,
96,5.95E+18,262.1701639,-46.8991049,0.00455,0.00455,0.00455,n,,14.833,Gliese 674,1048.680656,17.47801093,,,,,,,,,,,,
97,1.64E+18,264.1040526,68.3334976,0.004530705,0.00455,0.0046,n,,14.833,Gliese 687,1056.41621,17.60693684,,,,,,,,,,,,
59,3.76E+18,162.055184,-11.3428033,0.00456,0.00456,0.00456,n,,14.8656,LHS 292,648.220736,10.80367893,,,,,,,,,,,,
66,5.33E+18,176.4566466,-64.8430528,0.004642497,0.00459,0.00464,n,,15.1264,Gliese 440,705.8265864,11.76377644,,,,,,,,,,,,
116,2.08E+18,298.4819259,44.4129062,0.00466,0.00466,0.00466,n,TRIPLET!,15.1916,GJ 1245 Triple Star System,1193.927704,19.89879506,,,,,,,,,,,,
132,2.60E+18,343.324111,-14.2666894,0.004643654,0.00467,0.00477,n,,15.2242,Gliese 876,1373.296444,22.88827407,,,,,,,,,,,,
1,2.44E+18,1.6763504,-7.5464753,0.004839168,0.00474,0.00485,n,,15.811,GJ 1002,6.7054016,0.111756693,,,,,,,,,,,,
54,8.24E+17,152.832929,49.4519889,0.004877555,0.00476,0.00487,n,,15.8762,Groombridge 1618,611.331716,10.18886193,,,,,,,,,,,,
57,5.25E+18,161.0852755,-61.2026383,0.00483,0.00483,0.00483,n,,15.7458,LHS 288,644.341102,10.73901837,,,,,,,,,,,,
64,7.79E+17,166.3420597,43.5309486,0.004923395,0.00483,0.00491,y,,15.974,Gliese 412 Binary Star System,665.3682388,11.08947065,,,,,,,,,,,,
55,6.25E+17,154.8988137,19.8698099,0.005068581,0.00485,0.00497,n,,16.1696,AD Leonis,619.5952548,10.32658758,,,,,,,,,,,,
19,4.75E+18,43.7719859,-47.0167284,0.004863941,0.00486,0.00487,n,,15.8762,DENIS 0255,175.0879436,2.918132393,,,,,,,,,,,,
126,6.56E+18,323.3912519,-49.0126304,0.004957272,0.00497,0.00503,n,,16.2022,Gliese 832,1293.565008,21.55941679,,,,,,,,,,,,
26,3.20E+18,63.807953,-7.6680778,0.00501,0.00501,0.00501,y,,16.3326,40 Erandani Triple Star System,255.231812,4.253863533,,,,,,,,,,,,
98,5.96E+18,264.2608874,-44.3233822,0.004999447,0.00501,0.00509,n,,16.3326,Gliese 682,1057.04355,17.61739249,,,,,,,,,,,,
131,1.93E+18,341.7028255,44.3319533,0.005042157,0.00505,0.0051,n,,16.463,EV Lacertae,1366.811302,22.78018837,,,,,,,,,,,,
48,6.61E+17,134.5586915,19.7625789,0.005100057,0.00509,0.0051,y,,16.5934,55 Cancri Binary Star System,538.234766,8.970579433,,,,,,,,,,,,
102,4.47E+18,271.3644538,2.4952241,0.005114355,0.00511,0.00512,y,,16.6586,70 Ophiuchi Binary Star System,1085.457815,18.09096359,,,,,,,,,,,,
82,1.70E+18,226.7026361,70.4616191,0.00514797,0.00514,0.00517,n,,16.8216,WISE J150649.97+702736.1,906.8105444,15.11350907,,,,,,,,,,,,
45,5.28E+18,124.3735181,-61.9161302,0.005205193,0.0052,0.00522,n,,16.9846,DENIS J081730.0-615520,497.4940724,8.291567873,,,,,,,,,,,,
36,3.32E+18,90.0159764,2.7063741,0.005251596,0.00521,0.0053,n,,16.9846,GJ 3379,360.0639056,6.001065093,,,,,,,,,,,,
68,1.13E+18,176.939408,78.6932975,0.005213259,0.00525,0.0053,n,,17.115,Gliese 445,707.757632,11.79596053,,,,,,,,,,,,
86,5.99E+18,235.1951775,-51.0281013,0.00533,0.00533,0.00533,n,,17.3758,2MASS J5404343-5101357,940.78071,15.6796785,,,,,,,,,,,,
31,3.19E+18,75.4868052,-6.9485874,0.00539756,0.00537,0.00548,n,,17.5388,GJ 3323,301.9472208,5.03245368,,,,,,,,,,,,
74,3.74E+18,206.4405658,14.8850527,0.0054317,0.00543,0.00544,n,,17.7018,Gliese 526,825.7622632,13.76270439,,,,,,,,,,,,
40,9.39E+17,103.7001292,33.266408,0.005654304,0.00549,0.00559,n,,18.1908,Gliese 251,414.8005168,6.913341947,,,,,,,,,,,,
29,4.71E+17,67.8091906,58.96798,0.00552,0.00552,0.00552,y,,17.9952,Stein 2051 Binary Star System,271.2367624,4.520612707,,,,,,,,,,,,
120,6.88E+18,313.1361328,-16.9745585,0.005594912,0.00552,0.00562,n,,18.3212,LP 816-60,1252.544531,20.87574219,,,,,,,,,,,,
38,2.94E+18,92.6435791,-21.8678231,0.005686822,0.00567,0.00576,n,BINARY!,18.6472,Gliese 299,370.5743164,6.176238607,,,,,,,,,,,,
105,2.09E+18,278.9074488,32.9947872,0.00569,0.00569,0.00569,n,,18.5494,LSR J1835+3259,1115.629795,18.59382992,,,,,,,,,,,,
33,3.21E+18,82.8675411,-3.6865276,0.005684601,0.0057,0.00584,n,?,18.582,Gliese 205,331.4701644,5.52450274,,,,,,,,,,,,
99,5.92E+18,266.6334445,-57.3250618,0.005852374,0.00573,0.00589,n,,19.2014,Gliese 693,1066.533778,17.77556297,,,,,,,,,,,,
115,2.26E+18,293.0975981,69.6534511,0.005765865,0.00576,0.00577,n,,18.7776,Alsafi,1172.390392,19.53983987,,,,,,,,,,,,
34,3.34E+18,85.5477076,12.4823599,0.005830899,0.00579,0.0059,n,,18.8754,Ross 47,342.1908304,5.703180507,,,,,,,,,,,,
6,4.25E+17,12.2811848,57.8157392,0.005977031,0.00585,0.00593,y,,19.2014,Eta Cassiopeiae Binary System,49.1247392,0.818745653,,,,,,,,,,,,
80,6.23E+18,224.3715943,-21.4231404,0.005897352,0.00588,0.00589,n,Quartet,19.2014,Gliese 570 Quaternary Star System,897.4863772,14.95810629,,,,,,,,,,,,
111,4.29E+18,289.2276515,5.1629763,0.005873009,0.00591,0.00599,y,,19.2992,Gliese 752 Binary Star System,1156.910606,19.28184343,,,,,,,,,,,,
113,6.66E+18,290.2041163,-45.5711062,0.00591,0.00591,0.00591,n,,19.2666,Gliese 754,1160.816465,19.34694109,,,,,,,,,,,,
141,2.74E+18,357.3066038,2.3969179,0.00591,0.00591,0.00591,n,,19.2666,Gliese 908,1429.226415,23.82044025,,,,,,,,,,,,
85,6.00E+18,233.0469274,-41.2801741,0.005876926,0.00592,0.00607,n,,19.2992,Gliese 588,932.1877096,15.53646183,,,,,,,,,,,,
92,4.11E+18,258.8341202,-26.6068066,0.005943553,0.00595,0.00596,y,,19.397,36 Ophiuchi Triple Star System,1035.336481,17.25560801,,,,,,,,,,,,
43,3.14E+18,116.1658359,3.5504844,0.00599,0.00599,0.00599,n,,19.5274,YZ Canis Minoris,464.6633436,7.74438906,,,,,,,,,,,,
118,6.70E+18,302.802269,-36.1082165,0.006008177,0.00601,0.00602,n,BINARY!,19.5926,HR 7703 Binary Star System,1211.209076,20.18681793,,,,,,,,,,,,
21,4.85E+18,50.0003436,-43.0665525,0.00604,0.00604,0.00604,n,,19.6904,82 G. Eridani,200.0013744,3.33335624,,,,,,,,,,,,
41,9.47E+17,107.5051434,38.5252694,0.006046693,0.00605,0.00606,n,BINARY!,19.723,Gliese 268,430.0205736,7.16700956,,,,,,,,,,,,
117,6.43E+18,302.1950399,-66.1870913,0.006094015,0.00609,0.0061,n,,19.886,Delta Pavonis,1208.78016,20.14633599,,,,,,,,,,,,
10,2.57E+18,24.2412498,9.5630705,0.006120709,0.0061,0.00614,n,,19.9512,SIMP J013656,96.9649992,1.61608332,,,,,,,,,,,,
137,2.82E+18,352.9701238,19.9369928,0.00634234,0.00615,0.00626,y,,20.4076,EQ Pegasi Binary Star System,1411.880495,23.53134159,,,,,,,,,,,,
119,6.67E+18,303.4773906,-45.1647305,0.006191025,0.00616,0.00624,n,,20.0816,Gliese 784,1213.909562,20.23182604,,,,,,,,,,,,
100,1.64E+18,267.0161229,70.8815738,0.006171367,0.00621,0.00628,n,,20.2446,G 240-72,1068.064492,17.80107486,,,,,,,,,,,,
76,6.32E+18,218.5684318,-12.5169239,0.006247051,0.00625,0.00626,n,,20.375,Gliese 555,874.2737272,14.57122879,,,,,,,,,,,,
84,6.32E+18,229.8563013,-7.722707,0.0063,0.0063,0.0063,n,,20.538,Gliese 581,919.4252052,15.32375342,,,,,,,,,,,,
51,1.02E+18,138.5835616,52.6840802,0.006272932,0.00633,0.0064,y,,20.6358,ADS 7251 Binary Star System,554.3342464,9.238904107,,,,,,,,,,,,
50,6.85E+17,135.0956433,21.8320626,0.00636,0.00636,0.00636,n,,20.7336,LHS 2090,540.3825732,9.00637622,,,,,,,,,,,,
81,1.27E+18,225.8321423,25.4246445,0.006405526,0.00639,0.00645,n,,20.9292,2MASS 1503+2525,903.3285692,15.05547615,,,,,,,,,,,,
24,4.86E+18,54.8985702,-35.4275936,0.006423765,0.00642,0.00643,n,,20.9618,LP 944-20,219.5942808,3.65990468,,,,,,,,,,,,
35,3.02E+18,88.7920956,-4.1789271,0.00644,0.00644,0.00644,n,,20.9944,LP 658-2,355.1683824,5.91947304,,,,,,,,,,,,
69,3.91E+18,184.7417473,11.1269524,0.00645713,0.00646,0.00647,n,,21.0596,GL Virginis,738.9669892,12.31611649,,,,,,,,,,,,
87,1.43E+18,246.3558883,54.3033387,0.00648,0.00648,0.00648,n,,21.1248,Gliese 625,985.4235532,16.42372589,,,,,,,,,,,,
53,5.24E+18,145.6921601,-68.8799854,0.0065,0.0065,0.0065,n,,21.19,GJ 1128,582.7686404,9.712810673,,,,,,,,,,,,
89,4.34E+18,253.8514203,-8.3265763,0.0065,0.0065,0.0065,y,5 STARS,21.19,V1054 Phiuchi Qunituple Star System,1015.405681,16.92342802,,,,,,,,,,,,
136,2.01E+18,348.337734,57.1696664,0.00654,0.00654,0.00654,n,,21.3204,HD 219134,1393.350936,23.2225156,,,,,,,,,,,,
72,6.15E+18,189.7008054,-38.3874091,0.00666,0.00666,0.00666,n,,21.7116,GJ 3737,758.8032216,12.64672036,,,,,,,,,,,,
62,3.99E+18,165.0156786,22.8317023,0.00675,0.00675,0.00675,n,BINARY!,22.005,Gliese 408,660.0627144,11.00104524,,,,,,,,,,,,
77,1.24E+18,222.8466427,19.1011041,0.00675,0.00675,0.00675,y,,22.005,Xi Bootis Binary Star System,891.3865708,14.85644285,,,,,,,,,,,,
44,3.10E+18,122.9946826,8.7504015,0.006762007,0.00676,0.00677,n,GJ 3522,22.0702,Gliese 299,491.9787304,8.199645507,,,,,,,,,,,,
114,2.02E+18,292.1717533,23.9350048,0.006749443,0.00678,0.00689,n,,22.2658,WISE 1928+2356,1168.687013,19.47811689,,,,,,,,,,,,
125,1.78E+18,322.4080799,17.6449778,0.00678,0.00678,0.00678,n,BINARY!,22.1028,Gliese 829 Binary Star System,1289.63232,21.49387199,,,,,,,,,,,,
20,5.15E+18,45.4624245,-16.5945328,0.00686,0.00686,0.00686,n,TRIPLET!,22.3636,LTT 1445,181.849698,3.0308283,,,,,,,,,,,,
134,2.83E+18,344.1402217,16.5521694,0.00687,0.00687,0.00687,n,,22.3962,Gliese 880,1376.560887,22.94268145,,,,,,,,,,,,
121,2.20E+18,313.3324563,62.1509577,0.00712505,0.00689,0.00704,n,BINARY!,22.9504,Gliese 809,1253.329825,20.88883042,,,,,,,,,,,,
127,1.95E+18,326.5928819,38.2175171,0.007118534,0.00693,0.00705,n,,22.983,LSPM J2146+3813,1306.371528,21.77285879,,,,,,,,,,,,
60,3.86E+18,162.7129641,6.8044895,0.00697,0.00697,0.00697,n,,22.7222,Gliese 402,650.8518564,10.84753094,,,,,,,,,,,,
56,3.86E+18,157.2287834,0.8377469,0.00704,0.00704,0.00704,n,,22.9504,Gliese 393,628.9151336,10.48191889,,,,,,,,,,,,
79,6.22E+18,224.1569595,-28.1672542,0.007050951,0.00705,0.00706,n,,22.983,LHS 3003,896.627838,14.9437973,,,,,,,,,,,,
95,5.98E+18,259.7512527,-34.9977951,0.007284395,0.00708,0.00724,n,TRIPLET!,23.6024,Gliese 667 Triple Star System,1039.005011,17.31675018,,,,,,,,,,,,
25,4.78E+18,62.6110003,-53.6129968,0.00711,0.00711,0.00711,n,,23.1786,GJ 1068,250.4440012,4.174066687,,,,,,,,,,,,
139,2.64E+18,353.7970694,-2.3927994,0.007182593,0.00717,0.00718,n,,23.4068,GJ 1286,1415.188278,23.58647129,,,,,,,,,,,,
16,1.93E+16,39.0283845,6.8933391,0.007226673,0.00721,0.00725,y,Not Grav Bound hence only two for 3 star system,23.5698,Gliese 667 Triple Star System,156.113538,2.6018923,,,,,,,,,,,,
37,3.43E+18,91.9102735,24.4976941,0.007224974,0.00722,0.00727,n,,23.6024,WISE 0607+2429,367.641094,6.127351567,,,,264.5125,27.325878,,,,,,24.9,WISEPA J173835.53+273258.9
47,5.75E+18,128.9248121,-8.3218183,0.00722903,0.00722,0.00724,n,,23.5698,2MASS J08354256-0819237,515.6992484,8.594987473,,,,300.2083333,36.295018,,,,,,24.4,WISE J2000+3629
130,2.60E+18,335.7805928,-17.6105076,0.007229256,0.00723,0.00724,n,,23.5698,GJ 4274,1343.122371,22.38537285,,,,226.7666667 ,-16.727386,,,,,,23.9,2MASS 1507?1627
83,6.31E+18,226.9479458,-16.4651251,0.007394611,0.0074,0.00743,n,,24.1566,2MASS 1507-1627,907.7917832,15.12986305,,,,48.2583333,78.07444,,,,,,21,WISE 0313+7807
5,2.55E+18,12.0991071,5.2755394,0.007437134,0.00743,0.00744,n,,24.2544,HD 4628,48.3964284,0.80660714,,,,163.7541667,54.43283,,,,,,22,CWISE J1055+5443
4,4.68E+18,6.482505,-77.2527955,0.007471312,0.00746,0.00749,n,,24.3848,Beta Hydri,25.93002,0.432167,,,,43.5,2.235885,,,,,,22.3,WISEPA J025409.45+022359.1
104,2.26E+18,274.7432565,66.1906167,0.007666385,0.00754,0.00764,n,,24.9064,GJ 4053,1098.973026,18.3162171,,,,3.8671250,-16.0801636,,,,,,19.6,GJ 1005
91,1.36E+18,257.3834721,43.6801058,0.007637563,0.00757,0.00762,n,BINARY!,24.776,GJ 3991 Binary Star System,1029.533888,17.15889814,,,,,,,,,,,,
133,6.60E+18,344.1019414,-31.566269,0.0076,0.0076,0.0076,n,,24.776,Alpha Piscis Austrini,1376.407766,22.94012943,,,,,,,,,,,,
109,4.29E+18,282.0747587,7.6903239,0.007617829,0.00761,0.00762,n,,24.8412,G 141-36,1128.299035,18.80498391,,,,,,,,,,,,
13,9.63E+16,25.6225857,20.2655192,0.007645972,0.00763,0.00765,n,,24.9064,107 Piscium,102.4903428,1.70817238,,,,,,,,,,,,
73,3.74E+18,202.5042016,10.3723896,0.00763,0.00763,0.00763,n,,24.8738,Gliese 514,810.0168064,13.50028011,,,,,,,,,,,,
38,9.99748E+17,90.2951014,59.5930628,0.00773,0.00756,0.00773,,,25.1998,G 192-13(GJ 3378),,,,,,,,,,,,,,
57,3.82824E+18,153.0729373,-3.7467476,0.00771,0.00759,0.00771,,,25.1346,AN Sextantis(Gliese 382),,,,,,,,,,,,,,
9,4.11414E+17,17.0947499,54.913204,0.00767,0.00765,0.0077,,,25.0042,Mu_Cassiopeiae,,,,,,,,,,,,,,
131,6.57507E+18,330.626923,-37.0819391,0.00767,0.00766,0.00767,,,25.0042,GJ 4248(L 499-56),,,,,,,,,,,,,,
,11551,162.314706,-53.3183847,0.0024342316,,,,,7.466968109,WISE 0855?0714&,Added,,,,,,,,,,,,,
,11286,133.7947598,-7.2451456,0.0025593334,,,,,7.850715993,Wolf 359(CNLeonis),,,,,,,,,,,,,,
,866,339.6506939,-15.28964705,0.003405995,,,,,11.36420286,EZ Aquarii,,,,,,,,,,,,,,
,280,114.827242,5.227507577,0.003514197,,,,,11.51653463,Alpha Canis Minoris,,,,,,,,,,,,,,
,860,337.0017404,57.69701976,0.00400096,,,,,13.05723555,Kruger 60,,,,,,,,,,,,,,
,11075,110.6136616,-5.6749459,0.004118616,,,,,13.44628491,UGPS J0722-0540,,,,,,,,,,,,,,
,234,97.34581159,-2.812476749,0.004126775,,,,,14.00022568,Ross 614,,,,,,,,,,,,,,
,12393,249.9201705,-68.794288,0.004553734,,,,,15.06209255,WISE 1639?6847,,,,,,,,,,,,,,
,12549,265.3509582,25.8886722,0.004666356,,,,,15.16124088,WISE 1741+2553,,,,,,,,,,,,,,
,768,297.6945082,8.867384731,0.00512952,,,,,16.79027606,Altair,,,,,,,,,,,,,,
,1116,134.5591897,19.76295984,0.005150391,,,,,16.79532247,GJ 1116,,,,,,,,,,,,,,
,11394,144.8997273,-24.8108263,0.005347594,,,,,17.65746373,2MASS 0939?2448,,,,,,,,,,,,,,
,11600,168.7031229,-26.3077591,0.005580357,,,,,18.02110547,2MASS J11145133?2618235,,,,,,,,,,,,,,
,10528,57.5013025,-56.975144,0.005668934,,,,,18.83747299,WISE 0350?5658,,,,,,,,,,,,,,
,10582,63.8386066,-9.5834569,0.005707763,,,,,18.55132613,2MASS J04151954?0935066,,,,,,,,,,,,,,
,12151,224.9766529,-18.53775641,0.005745806,,,,,18.94988363,WISE 1541?2250,,,,,,,,,,,,,,
,13202,332.2739704,27.1954646,0.006184292,,,,,19.99593218,WISE J2209+2711,,,,,,,,,,,,,,
,12023,211.3263496,55.5726027,0.006321113,,,,,20.98336373,WISE 1405+5534,,,,,,,,,,,,,,
,11222,126.2807258,28.096749,0.00655308,,,,,21.82659617,WISE 0825+2805,,,,,,,,,,,,,,
,10571,62.594817,15.0466433,0.006609385,,,,,21.41439414,WISE 0410+1502,,,,,,,,,,,,,,
,10757,80.3596123,10.424549,0.00665779,,,,,21.2788541,WISE J0521+1025,,,,,,,,,,,,,,
,3522,134.73635,8.472451192,0.006772315,,,,,21.84170286,GJ 3522(G 41-14),,,,,,,,,,,,,,
,11068,110.0133801,-8.781054519,0.006798097,,,,,22.08623864,Scholz's Star,,,,,,,,,,,,,,
,10400,43.5398152,2.3996059,0.006844627,,,,,20.37013655,WISE J0254+0223,,,,,,,,,,,,,,
,13033,314.1203498,14.9982476,0.007102273,,,,,22.84151183,WISE 2056+1459,,,,,,,,,,,,,,
,10131,12.440225,21.8554683,0.007122507,,,,,23.74265212,WISE J004945.61+215120.0,,,,,,,,,,,,,,
,10442,48.3583505,78.1289761,0.007374631,,,,,24.65814815,WISE 0313+7807,,,,,,,,,,,,,,
,12908,300.2091405,36.4972582,0.007496252,,,,,24.35450927,WISE J2000+3629,,,,,,,,,,,,,,
